x,y
8.428518295288085938e+00,4.092660903930664062e+00
4.582569122314453125e+00,-1.317222714424133301e+00
9.901749610900878906e+00,-4.714504718780517578e+00
7.617180824279785156e+00,-3.919822216033935547e+00
8.792077064514160156e+00,-4.272335052490234375e+00
9.777463912963867188e+00,-4.509006500244140625e+00
8.269400596618652344e+00,-2.566843271255493164e+00
7.214263916015625000e+00,-2.157227039337158203e+00
7.055727005004882812e+00,-2.174493551254272461e+00
7.096798896789550781e+00,-2.255237817764282227e+00
6.961152553558349609e+00,-1.866632461547851562e+00
7.077064990997314453e+00,-1.884962916374206543e+00
7.691400527954101562e+00,-2.285504102706909180e+00
7.781350612640380859e+00,-2.124680042266845703e+00
7.082933902740478516e+00,-1.913454890251159668e+00
7.536703109741210938e+00,-2.446218252182006836e+00
7.116492271423339844e+00,-2.002624273300170898e+00
7.125576019287109375e+00,-1.780160665512084961e+00
7.311569213867187500e+00,-2.013429641723632812e+00
7.311562061309814453e+00,-2.096536636352539062e+00
1.092857074737548828e+01,-2.103658914566040039e+00
6.767629146575927734e+00,-2.786090850830078125e+00
8.333780288696289062e+00,-4.139586448669433594e+00
6.101636409759521484e+00,-5.160168647766113281e+00
7.729855060577392578e+00,-3.573237895965576172e+00
1.098283767700195312e+01,-2.308980464935302734e+00
6.033702373504638672e+00,-1.769553303718566895e+00
6.058856010437011719e+00,-5.333611488342285156e+00
9.470664978027343750e+00,-3.085830450057983398e+00
9.386728286743164062e+00,-4.216214656829833984e+00
1.179454326629638672e+01,-1.221768260002136230e+00
5.896795272827148438e+00,-5.347701549530029297e+00
1.026461696624755859e+01,3.137413978576660156e+00
1.105491065979003906e+01,-2.225658893585205078e+00
4.444072246551513672e+00,-1.468562126159667969e+00
9.827247619628906250e+00,-4.336631298065185547e+00
9.396554946899414062e+00,-4.005647659301757812e+00
4.689839363098144531e+00,-2.016412019729614258e+00
9.195519447326660156e+00,-4.614126205444335938e+00
6.120970726013183594e+00,-4.265714645385742188e+00
6.052681922912597656e+00,-4.262951850891113281e+00
7.988036632537841797e+00,-4.140828609466552734e+00
1.085356426239013672e+01,-2.594496965408325195e+00
1.241720962524414062e+01,-1.737901210784912109e+00
8.435921669006347656e+00,-1.000177621841430664e+00
1.007891654968261719e+01,-5.227460861206054688e+00
1.027633762359619141e+01,-5.419727325439453125e+00
6.228423595428466797e+00,-5.134794712066650391e+00
7.736535549163818359e+00,-3.713072299957275391e+00
7.727115631103515625e+00,-2.989593505859375000e+00
1.025873661041259766e+01,-5.428592205047607422e+00
7.750128269195556641e+00,-4.089903354644775391e+00
5.505281448364257812e+00,-2.405701875686645508e+00
7.870978832244873047e+00,-2.617393493652343750e+00
7.905513763427734375e+00,-2.594302892684936523e+00
7.811741352081298828e+00,-2.652557373046875000e+00
7.896406173706054688e+00,-2.443708419799804688e+00
7.902689933776855469e+00,-2.479976892471313477e+00
7.964951038360595703e+00,-2.405416250228881836e+00
7.643120765686035156e+00,-2.375986576080322266e+00
6.868013858795166016e+00,-2.659663677215576172e+00
1.210862541198730469e+01,-1.956451773643493652e+00
5.934796333312988281e+00,-4.045685291290283203e+00
6.037804603576660156e+00,-4.235028743743896484e+00
6.178199291229248047e+00,-4.461760997772216797e+00
5.982245922088623047e+00,-4.344065189361572266e+00
6.217926025390625000e+00,-4.540119171142578125e+00
6.194513797760009766e+00,-5.116592884063720703e+00
9.763606071472167969e+00,-3.849354743957519531e+00
1.013084125518798828e+01,-4.854924678802490234e+00
7.583421230316162109e+00,-5.232179760932922363e-01
9.608574867248535156e+00,-4.551413536071777344e+00
6.139035701751708984e+00,-3.954942464828491211e+00
8.177011489868164062e+00,-4.108389854431152344e+00
1.010083103179931641e+01,-5.218718051910400391e+00
5.896005630493164062e+00,-4.534866809844970703e+00
9.862823486328125000e+00,-5.007627487182617188e+00
5.779592514038085938e+00,-2.282012224197387695e+00
9.419177055358886719e+00,-4.548805713653564453e+00
9.778361320495605469e+00,-4.458917140960693359e+00
6.125665187835693359e+00,-4.891093730926513672e+00
9.126225471496582031e+00,-4.530693054199218750e+00
1.077860069274902344e+01,-2.286036729812622070e+00
6.237101554870605469e+00,-4.056168556213378906e+00
1.167574310302734375e+01,-2.078568935394287109e+00
9.548150062561035156e+00,-4.143593788146972656e+00
7.087114334106445312e+00,-2.046987771987915039e+00
6.906249046325683594e+00,-2.009529352188110352e+00
1.004837989807128906e+01,-5.129031181335449219e+00
9.905681610107421875e+00,-4.193068027496337891e+00
6.041160106658935547e+00,-4.950374603271484375e+00
9.193852424621582031e+00,-4.770453929901123047e+00
7.289964675903320312e+00,-2.655688762664794922e+00
6.186979293823242188e+00,-2.726778030395507812e+00
6.285432338714599609e+00,-4.001824855804443359e+00
6.093363285064697266e+00,-1.888959050178527832e+00
5.588238239288330078e+00,-1.330021500587463379e+00
5.836712837219238281e+00,-2.012438774108886719e+00
6.086757183074951172e+00,-3.826387882232666016e+00
9.254342079162597656e+00,-4.663877964019775391e+00
5.645664215087890625e+00,-2.666429758071899414e+00
9.595468521118164062e+00,-3.294742822647094727e+00
1.013947486877441406e+01,-5.295457839965820312e+00
9.843029022216796875e+00,-4.530563831329345703e+00
6.309531688690185547e+00,-3.090122938156127930e+00
5.917598247528076172e+00,-2.033260822296142578e+00
5.093947887420654297e+00,-1.486877083778381348e+00
4.998686790466308594e+00,-1.524153113365173340e+00
6.355165958404541016e+00,-4.485019683837890625e+00
8.669755935668945312e+00,-1.498744845390319824e+00
1.196118068695068359e+01,-1.247053027153015137e+00
1.061988258361816406e+01,-1.119268417358398438e+00
7.655019760131835938e+00,-3.287309885025024414e+00
6.134579658508300781e+00,-4.392372608184814453e+00
5.890277385711669922e+00,-5.369587898254394531e+00
1.207649326324462891e+01,-1.307702898979187012e+00
1.205646228790283203e+01,-1.336723804473876953e+00
1.168992710113525391e+01,-1.322014689445495605e+00
1.196568393707275391e+01,-1.601034283638000488e+00
1.184581089019775391e+01,-1.477451205253601074e+00
1.188204097747802734e+01,-1.482608795166015625e+00
1.188845443725585938e+01,-1.569774746894836426e+00
1.201916694641113281e+01,-1.563549041748046875e+00
1.183103275299072266e+01,-1.477911114692687988e+00
1.178856563568115234e+01,-1.463248491287231445e+00
1.178652572631835938e+01,-1.384234070777893066e+00
1.169314956665039062e+01,-1.466500401496887207e+00
1.175018119812011719e+01,-1.480310797691345215e+00
1.199620246887207031e+01,-1.383638620376586914e+00
8.501333236694335938e+00,-4.130132198333740234e+00
1.010956096649169922e+01,-5.264519214630126953e+00
9.622034072875976562e+00,-3.814388990402221680e+00
5.900114059448242188e+00,-4.451968193054199219e+00
5.651354789733886719e+00,-4.699285030364990234e+00
6.580926418304443359e+00,-3.000550508499145508e+00
5.919785022735595703e+00,-4.447774410247802734e+00
6.042672157287597656e+00,-4.282907009124755859e+00
1.127998924255371094e+01,-1.358731746673583984e+00
1.135631465911865234e+01,-1.392101764678955078e+00
7.550274372100830078e+00,-3.256060481071472168e-01
9.322428703308105469e+00,-4.635099411010742188e+00
4.950653076171875000e+00,-1.603460788726806641e+00
7.107756614685058594e+00,-1.834687709808349609e+00
9.923235893249511719e+00,-4.641576766967773438e+00
1.170372772216796875e+01,-1.324634790420532227e+00
5.940535545349121094e+00,-5.436025619506835938e+00
