1.410664749145507812e+01,1.660760498046875000e+01
-3.604167938232421875e+01,1.415294170379638672e+01
-2.438751411437988281e+01,-2.833584403991699219e+01
-2.433056259155273438e+01,-2.830722427368164062e+01
-1.483349227905273438e+01,2.957403182983398438e+01
-1.305443191528320312e+01,2.391781616210937500e+01
-3.522235107421875000e+01,-8.775511741638183594e+00
-2.967937278747558594e+01,5.357155323028564453e+00
-1.769005775451660156e+01,3.296068668365478516e+00
-1.493422794342041016e+01,2.570562934875488281e+01
-1.790061378479003906e+01,-1.168002319335937500e+01
-1.616335105895996094e+01,-1.385463523864746094e+01
-1.517236709594726562e+01,-1.135689163208007812e+01
-1.574444484710693359e+01,-1.148245143890380859e+01
-1.681426620483398438e+01,-1.321622180938720703e+01
-1.581455230712890625e+01,-1.320943260192871094e+01
-1.570526885986328125e+01,-1.237430000305175781e+01
-1.463852691650390625e+01,-1.209569168090820312e+01
-1.412258434295654297e+01,-1.151505374908447266e+01
-2.853977775573730469e+01,1.166578197479248047e+01
-1.513770008087158203e+01,8.674506187438964844e+00
-2.431196594238281250e+01,1.642403793334960938e+01
-1.211294460296630859e+01,3.068710708618164062e+01
-5.046520233154296875e+00,3.123407936096191406e+01
-1.906982612609863281e+01,-9.874864578247070312e+00
-2.450648498535156250e+01,-9.716608047485351562e+00
-2.493426132202148438e+01,2.074206161499023438e+01
-8.764189720153808594e+00,3.254744338989257812e+01
-6.103972434997558594e+00,6.097826004028320312e+00
-1.069586849212646484e+01,3.116322517395019531e+01
-6.948598384857177734e+00,3.087400054931640625e+01
1.415281105041503906e+01,1.660597801208496094e+01
-9.415805816650390625e+00,3.126472473144531250e+01
-1.670700454711914062e+01,8.935656398534774780e-02
-1.840708351135253906e+01,-2.048446655273437500e+00
-1.762096595764160156e+01,-1.102165341377258301e+00
-1.719821166992187500e+01,-2.144964039325714111e-01
-1.701774597167968750e+01,1.010931134223937988e+00
-1.702017402648925781e+01,1.251613855361938477e+00
-1.654631805419921875e+01,1.302949309349060059e+00
-1.799712371826171875e+01,1.364149212837219238e+00
-1.819971656799316406e+01,1.039217233657836914e+00
-1.847234153747558594e+01,6.110750436782836914e-01
-3.359328842163085938e+01,-1.065556812286376953e+01
