5.120701208217772749e-01,4.350456371649994436e-01,6.166461281926062243e-01,5.336228751845686347e-01,3.721265474740070855e-01
2.462073132441168766e-01,9.432115541737656761e-01,1.040685104179143450e-01,4.015791876471913047e-01,4.312268324729783275e-01
2.796490903645613701e-01,3.500027076256063130e-01,2.843857998721247560e-01,2.812393455293621392e-01,6.453111762525405304e-01
3.157870843325126242e-01,3.246418862632296509e-01,2.428573459795397571e-01,2.644895688253879329e-01,6.407899824243676878e-01
2.157870874129038385e-01,6.558094630250514978e-01,6.192343439806700101e-01,4.809945963820189130e-01,4.703767157421664957e-01
2.852872650414485789e-01,5.158440565503976671e-01,5.669645336660066315e-01,6.708720135278568586e-01,4.296315970419471442e-01
1.877598435729726511e-01,2.075661102652770762e-01,1.558668250542869504e-01,7.040233311547907658e-01,4.553875732646220920e-01
1.186274814342093697e-01,5.470020037374718758e-01,2.368685427221320916e-01,5.761454313839058372e-01,2.670240485910148065e-01
1.943181633481072812e-01,2.486432967086103230e-01,4.298930090833469886e-01,6.147943519065565132e-01,3.505447635299058229e-01
2.773091076858049675e-01,6.100667884711268307e-01,5.127041747761197366e-01,4.297805851544331812e-01,5.603246351245413370e-01
2.535105111177138326e-01,2.125451080227591105e-01,3.316450058570710180e-01,4.433745690011656193e-01,3.273000371247664075e-01
2.290850643909499440e-01,1.421014391738409377e-01,2.366007385890135650e-01,5.076188959255244493e-01,4.068435181927261834e-01
1.775512412536778550e-01,2.162631307796424596e-01,4.111716136038460756e-01,5.203601611137076421e-01,2.922457296695190609e-01
1.748331187520968943e-01,1.823649019046949260e-01,3.337132546333164695e-01,5.624445984090055140e-01,2.745026527658559479e-01
2.139318786781902182e-01,5.912402482419267663e-02,2.596233612698404802e-01,6.196093326016841596e-01,3.826138570735364564e-01
2.218172003605325404e-01,1.646091257595952151e-01,3.180157523726616642e-01,5.317983019871780348e-01,3.783852556940379142e-01
2.269714605792908235e-01,2.181767391780351784e-01,3.107637662488616503e-01,5.541559214158562341e-01,3.350229590556533799e-01
2.185047327745078538e-01,1.850962732943763900e-01,3.327850228802339272e-01,4.441068266859961033e-01,2.959510034366683584e-01
1.703391090069742986e-01,2.703473615988166157e-01,4.077522003138396856e-01,4.230341013569555164e-01,2.743096862350126175e-01
1.929976648456502575e-01,7.175146101010420052e-01,1.799575468255451560e-01,4.058351051937871268e-01,3.498386939179026767e-01
2.167295520453664248e-01,5.199673770612530666e-01,4.574643525029985502e-01,5.404739175814856633e-01,3.181166192550335392e-01
2.086216993611425263e-01,6.401573635812178864e-01,4.182067446371652286e-01,2.970169775748578989e-01,5.406023458594764186e-01
2.742458850920118096e-01,8.258103179089355539e-01,6.563028173047545932e-01,5.358538422617138419e-01,5.213895906826365723e-01
3.673257979506232562e-01,6.591993222891768811e-01,7.038437203495168104e-01,5.781225891205555856e-01,5.805680915406681297e-01
1.757336770647991431e-01,4.255221703484388662e-01,4.110470949488806425e-01,4.510265082928734959e-01,3.653980355413801728e-01
1.802881761121591098e-01,2.709719371212724326e-01,2.585196103447355842e-01,5.911106225076466769e-01,3.396976348059093653e-01
3.615675611229712261e-01,7.583899043304410670e-01,4.802142806830485000e-01,4.525519005430689856e-01,3.740327773299985115e-01
2.780192624390622202e-01,6.702591853455962534e-01,6.739100703218678934e-01,4.632547418480648660e-01,6.076685919294891880e-01
2.012767474574683468e-01,2.158106200661422391e-01,5.906196756844573903e-01,5.285850923297268356e-01,3.426138091321938028e-01
2.613435807444863257e-01,7.343643354803206513e-01,6.659523001501492789e-01,5.383693131049018810e-01,5.311950262419551372e-01
3.251731506242164227e-01,6.735570717732564106e-01,7.560088063720220575e-01,5.121725168126782801e-01,5.704097613506060593e-01
4.864246815584614136e-01,6.100220656067852909e-01,4.806759093036751529e-01,5.177599984761629415e-01,3.645219210199955318e-01
2.003224691876002717e-01,6.863843988808564500e-01,6.439178408542691745e-01,5.279764120205843181e-01,5.803177636515901572e-01
2.104460684496590184e-01,2.378104427611189287e-01,6.602932103305327871e-01,4.979737738119395796e-01,4.212189162127230602e-01
2.314845281846089897e-01,2.088359673202676570e-01,3.641851601398914395e-01,3.632108047451957922e-01,3.558105189245795441e-01
1.919453581771798367e-01,2.267261376615927193e-01,5.462868762980804815e-01,4.539219920647241668e-01,3.551353430140432033e-01
2.024323487883658290e-01,1.464895856820609132e-01,6.309396259720180256e-01,4.764906241110347107e-01,3.715631486662223648e-01
2.417755690972211158e-01,1.400602877180734951e-01,6.163876926498913500e-01,5.455670611379306312e-01,3.782963827338496898e-01
2.606448283901141028e-01,8.321316172786177856e-02,5.340176749167662162e-01,6.066109521077511779e-01,3.820316506103973997e-01
2.836729588728899576e-01,1.160239669178284722e-01,6.437577487214248828e-01,5.868770863371751689e-01,3.075710891131033242e-01
2.277007027167488318e-01,1.260806509287218380e-01,5.343393081123221089e-01,6.434334905305643115e-01,3.419192994957814258e-01
2.274214179073509590e-01,7.900851440752598709e-02,5.244263688335425444e-01,6.410149345483621142e-01,2.617867408070612689e-01
