6.615484952926635742e-01,2.980405092239379883e-01,6.409971714019775391e-01,9.075877070426940918e-01,6.618705391883850098e-01
8.148095607757568359e-01,1.376076340675354004e-01,5.882670283317565918e-01,8.631215095520019531e-01,7.717642188072204590e-01
8.677002787590026855e-01,2.445256263017654419e-01,6.158351898193359375e-01,7.797462940216064453e-01,6.937583088874816895e-01
8.698143959045410156e-01,2.433009892702102661e-01,6.156926155090332031e-01,7.785646915435791016e-01,6.941611170768737793e-01
7.378136515617370605e-01,2.992952466011047363e-01,5.871362090110778809e-01,9.877820611000061035e-01,7.659184932708740234e-01
7.242045998573303223e-01,3.041996657848358154e-01,5.902904868125915527e-01,9.635388851165771484e-01,7.616540193557739258e-01
7.308942675590515137e-01,1.572666317224502563e-01,5.954228639602661133e-01,7.070951461791992188e-01,7.226297259330749512e-01
7.830709815025329590e-01,1.762737184762954712e-01,6.046399474143981934e-01,8.294460773468017578e-01,7.398450970649719238e-01
7.011153101921081543e-01,2.478730678558349609e-01,6.294665932655334473e-01,8.267103433609008789e-01,6.826982498168945312e-01
7.443470358848571777e-01,2.985889613628387451e-01,5.882927179336547852e-01,9.667308330535888672e-01,7.523629665374755859e-01
7.725104093551635742e-01,2.539522051811218262e-01,5.891153216361999512e-01,7.656036019325256348e-01,6.414754986763000488e-01
7.900272607803344727e-01,2.478802800178527832e-01,5.974079370498657227e-01,7.593782544136047363e-01,6.519997715950012207e-01
7.663756608963012695e-01,2.729905247688293457e-01,5.910485982894897461e-01,7.773129343986511230e-01,6.388938426971435547e-01
7.710751295089721680e-01,2.675105929374694824e-01,5.920379757881164551e-01,7.735453844070434570e-01,6.402661800384521484e-01
7.819988727569580078e-01,2.489481270313262939e-01,5.996505618095397949e-01,7.562172412872314453e-01,6.477922201156616211e-01
7.821159362792968750e-01,2.565070688724517822e-01,5.897597670555114746e-01,7.596836090087890625e-01,6.435704231262207031e-01
7.826644778251647949e-01,2.565743029117584229e-01,5.887468457221984863e-01,7.588142752647399902e-01,6.454734206199645996e-01
7.712038755416870117e-01,2.661682069301605225e-01,5.913074016571044922e-01,7.719064354896545410e-01,6.405728459358215332e-01
7.702714204788208008e-01,2.704648375511169434e-01,5.902661681175231934e-01,7.774813175201416016e-01,6.400510668754577637e-01
8.276464939117431641e-01,1.528387069702148438e-01,5.913656949996948242e-01,8.612270355224609375e-01,7.548627853393554688e-01
7.069495916366577148e-01,2.662636637687683105e-01,6.215079426765441895e-01,8.542738556861877441e-01,6.841515302658081055e-01
8.216354250907897949e-01,2.152629047632217407e-01,6.060695052146911621e-01,8.710401654243469238e-01,7.292066216468811035e-01
7.392174601554870605e-01,2.941322326660156250e-01,5.995795130729675293e-01,9.914780259132385254e-01,7.613523602485656738e-01
7.460970878601074219e-01,3.019347488880157471e-01,6.132823824882507324e-01,9.911777973175048828e-01,7.405438423156738281e-01
7.752407193183898926e-01,2.285744547843933105e-01,5.650137662887573242e-01,7.503198385238647461e-01,6.363338232040405273e-01
7.596195936203002930e-01,2.197981774806976318e-01,5.863448381423950195e-01,7.554352283477783203e-01,6.693710684776306152e-01
7.414790987968444824e-01,2.740341126918792725e-01,6.082770824432373047e-01,9.830798506736755371e-01,7.584920525550842285e-01
7.307161092758178711e-01,3.164695501327514648e-01,5.972231030464172363e-01,9.920238852500915527e-01,7.587577104568481445e-01
7.301169037818908691e-01,2.889169454574584961e-01,6.294414997100830078e-01,8.676054477691650391e-01,6.688281893730163574e-01
7.412327527999877930e-01,2.986577749252319336e-01,6.070566773414611816e-01,1.000000000000000000e+00,7.579246759414672852e-01
7.261251211166381836e-01,3.127919137477874756e-01,5.984779596328735352e-01,9.951884746551513672e-01,7.588824629783630371e-01
6.605526208877563477e-01,3.024989664554595947e-01,6.375382542610168457e-01,9.099612236022949219e-01,6.593954563140869141e-01
7.402973771095275879e-01,3.180199861526489258e-01,5.978862643241882324e-01,9.938568472862243652e-01,7.541493773460388184e-01
6.998441815376281738e-01,2.411694824695587158e-01,6.330937743186950684e-01,8.168162703514099121e-01,6.772106885910034180e-01
7.478262782096862793e-01,2.371436357498168945e-01,6.245890855789184570e-01,7.855947017669677734e-01,6.826270818710327148e-01
7.078976035118103027e-01,2.423952072858810425e-01,6.293659806251525879e-01,8.119440078735351562e-01,6.789700984954833984e-01
7.032028436660766602e-01,2.398281395435333252e-01,6.306833624839782715e-01,8.126652240753173828e-01,6.792508959770202637e-01
6.987379789352416992e-01,2.411183863878250122e-01,6.333411931991577148e-01,8.176791667938232422e-01,6.773293018341064453e-01
6.997783780097961426e-01,2.415258735418319702e-01,6.326682567596435547e-01,8.163486123085021973e-01,6.781539320945739746e-01
6.985261440277099609e-01,2.436593770980834961e-01,6.344792246818542480e-01,8.193687796592712402e-01,6.765184998512268066e-01
7.025780677795410156e-01,2.417147010564804077e-01,6.307454109191894531e-01,8.156832456588745117e-01,6.788771152496337891e-01
7.089406251907348633e-01,2.396902441978454590e-01,6.271184086799621582e-01,8.089304566383361816e-01,6.801681518554687500e-01
7.052040696144104004e-01,2.416404485702514648e-01,6.305693984031677246e-01,8.129268288612365723e-01,6.815017461776733398e-01
7.097862362861633301e-01,1.664548069238662720e-01,5.975964069366455078e-01,7.052788138389587402e-01,7.069029211997985840e-01
7.105968594551086426e-01,1.418078988790512085e-01,6.009796857833862305e-01,6.885024309158325195e-01,7.231518626213073730e-01
7.127631902694702148e-01,1.623951643705368042e-01,5.885857343673706055e-01,6.949663758277893066e-01,7.188985347747802734e-01
7.174568772315979004e-01,1.673090457916259766e-01,5.908271074295043945e-01,6.951326131820678711e-01,7.207213044166564941e-01
7.189357876777648926e-01,1.662085950374603271e-01,5.953259468078613281e-01,6.900116205215454102e-01,7.223733663558959961e-01
7.563552260398864746e-01,2.058180272579193115e-01,5.961997509002685547e-01,7.400094866752624512e-01,6.820345520973205566e-01
7.124670743942260742e-01,1.566141992807388306e-01,5.891049504280090332e-01,6.961333751678466797e-01,7.192630171775817871e-01
7.344146966934204102e-01,2.927417755126953125e-01,5.993038415908813477e-01,9.913354516029357910e-01,7.637670040130615234e-01
7.362368702888488770e-01,3.238348960876464844e-01,5.893150568008422852e-01,9.959396123886108398e-01,7.596436142921447754e-01
7.242952585220336914e-01,3.242681324481964111e-01,6.022276878356933594e-01,9.928779006004333496e-01,7.478912472724914551e-01
8.045396804809570312e-01,1.389145404100418091e-01,5.692822933197021484e-01,8.900261521339416504e-01,7.645372152328491211e-01
8.234828114509582520e-01,1.374521553516387939e-01,5.879700183868408203e-01,8.649127483367919922e-01,7.736108899116516113e-01
7.389565110206604004e-01,2.877102494239807129e-01,5.990597605705261230e-01,9.891694188117980957e-01,7.633607387542724609e-01
7.349035739898681641e-01,3.029799759387969971e-01,5.852579474449157715e-01,9.865316748619079590e-01,7.670138478279113770e-01
